id,company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
1936,Cimb-Group,3/2/2014,Productive and good team workers,I have learn basic work functional in banking environment. Communicate effectively with customers in order to persuade and give financial advices to avoid of non-performance of payments.Also prepare legal payments according to the invoices given. Check and settle all the legal billings effectively and efficiently. Manage other miscellaneous files and documents as well. Actively liase with business clients in daily business performance.,5,Executive Officer (Consumer Credit Operation),Kuala Lumpur,former,5,4,4,4,4,,Long Hours,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1937,Public-Bank-Berhad,25/1/2014,Very good place to start a career. Lot of things to learn and there is always task to perform,"Basically perform development and provide support for the Bank's Treasury system, overseas branch core banking system and offshore banking' s treasury and accounting system. Have very good knowledge on Bank's Treasury Related systems, core banking system etc. As of now involved more on managing staff's and provide consultancy, attend meeting with stakeholders. The hardest part of the job is when issues arise, providing solution and rectification work is not an issue but handling of the management is tough part. Always occupied and enjoys the constant job pressure.",3,System Development Manager,"Bangi, Selangor, Malaysia",current,3,4,4,3,3,Benefit offered and always there are things to learn,,13,240,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=240
1938,HSBC,3/1/2014,Good exposure to experience customer environment,"I am responsible for handling calls from customers in regards to their problems and apply solutions through phone support. I also handle customer's inquiries and request on the products and promotions offered by the bank. Throughout my employment, I have learn to be more attentive towards customer's request or complain, being independent by working under minimum supervision, acquired good phone etiquettes, learn to prioritise what is urgency and being a team player. The management rewards accordingly. Team mates are friendly and cooperative. We always try to assist each other to achieve our team performances. The hardest part of the job is we work in different timezones and the distance. I have learn and enjoyed most of the job and have gained good experiences and friends along the way.",4,GLOBAL SUPPORT EXECUTIVE,Cyberjaya Malaysia,former,3,2,2,3,4,"Relax work environment, constant acknowledgement",distance to travel,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1939,Cimb-Group,1/1/2014,A good ground to learn from operation to management level,"There is no typical day as such, but monitoring the current trust, tax and estate planning development on a weekly basis is vital. Every day is different: one day you might be out seeing clients, perhaps reviewing their personal situation or entertaining them with a day at the golf tournament. The next day you could be in the office, documenting transactions, drumming up new business and dealing with clients by a face to face meeting. My clients are in the range of high net worth and ultra high net worth. They won't consume their wealth in their lifetimes, and they tend to be extremely conservative and careful when passing down their wealth to the next generations. I'm like a doctor on call 24/7. We're dealing with the wealthiest people in the world … if they call you up and ask you a question, and you're not prepared, your credibility and the credibility of the Company is hurt. Once they trust you, they're our best source of new clients and it is really a good and satisfied feeling when these happens.",4,Trust Consultant (Manager),Kuala Lumpur,current,3,4,4,4,3,,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1940,maybank,1/1/2014,Good Training Ground,"Being graduated as a mathematician, reading and vetting documents are hard in the beginning. Having said that, with a proper guidance from my supervisor and having the passion to learn and to know more, I strive to be better at my job and at the same time enjoying what I'm doing.",4,Executive of Corporate Trust,Kuala Lumpur,former,0,0,0,0,0,,,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1941,Bank-Rakyat,2/12/2013,Fun working environment,"I did the administrative works and assist staff in multiple task to ensure that I can get the clear picture about banking industry. I've learn a lot of things such as the way or techniques to promote the products, how to interact with the customers, how to market the products to the potential customers and also how to work in a group. The management is very good in handling their staff and customers and the co workers there always offer assistance when i need their consultation. Over all this company is very fun and enjoyable workplace surrounded with family-like environment between their staff.",4,Practical Student,"Kuantan, M06",former,4,4,4,4,4,provide with all the job's benefit,'-,5,80,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=80
1942,HSBC,4/11/2013,Attire not straightly implement,"In HSBC Electronic Data Processing, we are the bank end process in setting up trade. My process, Message Control are following UK' office time (GMT) which start at 1600 Malaysian time and end at 0100. Here we are the initial process by assigning trade message from originator or client to specific department for processing.There are three systems to be monitor and all of the messages must be received before their cut of.. Every single message we must assign within 15 minutes to avoid losses. In Message Control a lot of thing I had learn because to identify each message belongs to whom, I must had knowledge of every single process related. at the end of the day, we must make sure no more messages pending in our queue to be escalate. we also have to deal with our colloquies out from Malaysia like United Kingdom, Philippines, India if needed via telephone or email. So verbal communication skill and writing skill are very important. As a Global Support Executive, we are at grade 8, monitor by Assistant Manager. Since Message Control is a small process, we are combine by several other process under one assistant. There are several difficulties in performing task like system issue, received a lot of message in on time and sometimes multiple instruction in a trade message and had been rejected by several processing. Overall I do enjoy when working with HSBC because it do develop me into more confident person, I learn to think more aggressive when the situation is extra ordinary compare to usual. I have to be independent in determining to which department every trade message is for.",4,GLOBAL SUPPORT EXECUTIVE,"Kuala Lumpur, M14",former,4,4,4,4,4,free break hour,working time different from local office hour,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1943,HSBC,14/10/2013,feeling excited to work in hsbc bank,"working in hsbc bank might make me feel comfortable. because 1st thing the company is near from my house, so easily for me to go work. Thus it also can give me chance to prove myself that i am hardworking person.",5,Internship,"Cyberjaya, M10",former,5,5,5,5,5,,,19,360,https://malaysia.indeed.com/cmp/HSBC/reviews?start=360
1944,maybank,3/10/2013,good place to earn alot in short period of time,Sales based environment with high commission. High pressure and motivating environment.,4,Maybank Amex Telesales Executive,"Kuala Lumpur, M14",former,3,4,3,2,3,high pay,less opportunity of growth,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1945,Ocbc,21/9/2013,challenging job,"Assisting customer’s inquiries, request and /or complaints via phone",4,Customer service executive (assistant manager),MALAYSIA,former,3,4,4,4,4,,,7,120,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=120
1946,Ocbc,11/8/2013,Got good experience in implementing new projects,"• Supporting huge datacenter in SG and MY banking environment on (24x7) basis and working for application migration activities in UAT & PRD environments. • Providing the BAU support for all Sun Solaris 9, 10 11 , AIX 6.1 running servers (file system management and all OS admin tasks handling), Handling new application migration projects • Building Sun servers running in solaris10, Solaris 11, having good experience in the administration of virtualized environment LDOM, and ZFS •Installation and OS migration from AIX 5.3 to 6.1 on AIX, and Updating to latest patche level for fixing security bugs and relevant platform specific packages. • Having good experience in configuring Solaris10 Zones and supporting the same for development servers • Installing, configuring High Availability solution, and supporting using VERITAS Clustering products VxVM, VxFS, VCS(VCS SF CFS5.1RP2) on AIX, Solaris Platforms. • Automating and Building process using shell scripts . • Scheduling jobs using Autosys and managing event processors, event servers •Extensive experience defining and documenting user requirements, defining technical needs, and developing and documenting high level designs and detailed technical designs.",5,Senior Unix System administrator,Kualalumpur Malaysia,current,3,5,5,2,5,,,7,120,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=120
1947,Ocbc,26/6/2013,Positively challenged environment,First opportunity to manage a team Developed strong managerial skills. Opportunity to be a guest speaker at a cross country roadshow which increased profile and confidence,3,Assistant Vice President,Malaysia,former,0,0,0,0,0,,,7,120,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=120
